event_id	pos_id	exon_a	exon_b	intron_a	intron_b	strand	gene_id	gene_name	label	SRR601500_junction_a	SRR601500_junction_b	SRR601500_PSI	SRR604528_junction_a	SRR604528_junction_b	SRR604528_PSI
FIVE_158	FIVE@chr10@100488974-100489252@100488974-100489703	chr10:100489252-100489761	chr10:100489703-100489761	chr10:100488974-100489252	chr10:100488974-100489703	-	ENSG00000075826.17	SEC31B	annotated	14	0	1.0	8	0	
FIVE_159	FIVE@chr10@100499258-100499417@100499258-100499524	chr10:100499417-100499598	chr10:100499524-100499598	chr10:100499258-100499417	chr10:100499258-100499524	-	ENSG00000075826.17	SEC31B	annotated	0	20	0.0	0	8	
FIVE_160	FIVE@chr10@100527074-100529366@100527074-100529380	chr10:100529366-100529506	chr10:100529380-100529506	chr10:100527074-100529366	chr10:100527074-100529380	-	ENSG00000255339.6	ENSG00000255339	annotated	5	1220	0.004081632653061225	6	1021	0.005842259006815969
FIVE_161	FIVE@chr10@100529506-100529767@100529506-100529858	chr10:100529767-100530000	chr10:100529858-100530000	chr10:100529506-100529767	chr10:100529506-100529858	-	ENSG00000166136.17	NDUFB8	annotated	865	5	0.9942528735632183	768	4	0.9948186528497409
FIVE_164	FIVE@chr10@100978671-100978849@100978640-100978849	chr10:100978527-100978671	chr10:100978527-100978640	chr10:100978671-100978849	chr10:100978640-100978849	+	ENSG00000095539.16	SEMA4G	annotated	0	5		0	7	
FIVE_165	FIVE@chr10@100980997-100981168@100980982-100981168	chr10:100980822-100980997	chr10:100980822-100980982	chr10:100980997-100981168	chr10:100980982-100981168	+	ENSG00000095539.16	SEMA4G	annotated	6	2		21	2	0.9130434782608695
FIVE_166	FIVE@chr10@100984357-100984490@100983808-100984490	chr10:100983305-100984357	chr10:100983305-100983808	chr10:100984357-100984490	chr10:100983808-100984490	+	ENSG00000095539.16	SEMA4G	annotated	5	2		14	0	1.0
FIVE_167	FIVE@chr10@100983817-100983948@100983817-100984034	chr10:100983948-100984074	chr10:100984034-100984074	chr10:100983817-100983948	chr10:100983817-100984034	-	ENSG00000055950.17	MRPL43	annotated	1	2		2	3	
FIVE_168	FIVE@chr10@100986572-100986687@100986572-100986749	chr10:100986687-100986975	chr10:100986749-100986975	chr10:100986572-100986687	chr10:100986572-100986749	-	ENSG00000055950.17	MRPL43	annotated	5	0		9	0	
FIVE_169	FIVE@chr10@100990663-100990869@100990543-100990869	chr10:100990436-100990663	chr10:100990436-100990543	chr10:100990663-100990869	chr10:100990543-100990869	+	ENSG00000107815.10	TWNK	annotated	1	8		0	2	
FIVE_170	FIVE@chr10@100991054-100993190@100991010-100993190	chr10:100990869-100991054	chr10:100990869-100991010	chr10:100991054-100993190	chr10:100991010-100993190	+	ENSG00000107815.10	TWNK	annotated	3	7		2	7	
FIVE_171	FIVE@chr10@101035667-101036003@101035620-101036003	chr10:101035497-101035667	chr10:101035497-101035620	chr10:101035667-101036003	chr10:101035620-101036003	+	ENSG00000107819.15	SFXN3	unannotated	104	12	0.896551724137931	36	1	0.972972972972973
FIVE_172	FIVE@chr10@101285614-101286225@101285604-101286225	chr10:101285422-101285614	chr10:101285422-101285604	chr10:101285614-101286225	chr10:101285604-101286225	+	ENSG00000289441.2	ENSG00000289441	annotated	1	1		0	0	
FIVE_173	FIVE@chr10@101285614-101285741@101285604-101285741	chr10:101285422-101285614	chr10:101285422-101285604	chr10:101285614-101285741	chr10:101285604-101285741	+	ENSG00000289441.2	ENSG00000289441	annotated	1	0		0	0	
FIVE_174	FIVE@chr10@101583681-101584602@101583681-101584878	chr10:101584602-101584919	chr10:101584878-101584919	chr10:101583681-101584602	chr10:101583681-101584878	-	ENSG00000166169.17	POLL	annotated	14	8	0.6363636363636364	6	0	
FIVE_175	FIVE@chr10@101587406-101587822@101587406-101587885	chr10:101587822-101588270	chr10:101587885-101588270	chr10:101587406-101587822	chr10:101587406-101587885	-	ENSG00000166169.17	POLL	annotated	2	2		0	0	
FIVE_176	FIVE@chr10@101587406-101587822@101587406-101588204	chr10:101587822-101588270	chr10:101588204-101588270	chr10:101587406-101587822	chr10:101587406-101588204	-	ENSG00000166169.17	POLL	annotated	2	6		0	2	
FIVE_177	FIVE@chr10@101587406-101587885@101587406-101588204	chr10:101587885-101588270	chr10:101588204-101588270	chr10:101587406-101587885	chr10:101587406-101588204	-	ENSG00000166169.17	POLL	annotated	2	6		0	2	
FIVE_178	FIVE@chr10@101609044-101609367@101608937-101609367	chr10:101608867-101609044	chr10:101608867-101608937	chr10:101609044-101609367	chr10:101608937-101609367	+	ENSG00000166171.13	DPCD	annotated	0	105	0.0	1	88	0.011235955056179775
FIVE_179	FIVE@chr10@101676436-101694381@101676436-101695240	chr10:101694381-101695295	chr10:101695240-101695295	chr10:101676436-101694381	chr10:101676436-101695240	-	ENSG00000107829.15	FBXW4	annotated	87	1	0.9886363636363636	83	0	1.0
FIVE_188	FIVE@chr10@102029745-102032933@102029745-102033026	chr10:102032933-102033172	chr10:102033026-102033172	chr10:102029745-102032933	chr10:102029745-102033026	-	ENSG00000120029.13	ARMH3	annotated	0	10	0.0	0	12	0.0
FIVE_189	FIVE@chr10@102108323-102109029@102108323-102109035	chr10:102109029-102109177	chr10:102109035-102109177	chr10:102108323-102109029	chr10:102108323-102109035	-	ENSG00000198728.11	LDB1	annotated	75	24	0.7575757575757576	17	7	0.7083333333333334
FIVE_190	FIVE@chr10@102159338-102159433@102159308-102159433	chr10:102159193-102159338	chr10:102159193-102159308	chr10:102159338-102159433	chr10:102159308-102159433	+	ENSG00000166197.17	NOLC1	annotated	6	115	0.049586776859504134	4	50	0.07407407407407407
FIVE_192	FIVE@chr10@102354468-102358039@102354444-102358039	chr10:102354370-102354468	chr10:102354370-102354444	chr10:102354468-102358039	chr10:102354444-102358039	+	ENSG00000107862.7	GBF1	annotated	1	0		0	0	
FIVE_193	FIVE@chr10@102358729-102359270@102358694-102359270	chr10:102358506-102358729	chr10:102358506-102358694	chr10:102358729-102359270	chr10:102358694-102359270	+	ENSG00000107862.7	GBF1	annotated	45	0	1.0	14	0	1.0
FIVE_194	FIVE@chr10@102359435-102361022@102358729-102361022	chr10:102358506-102359435	chr10:102358506-102358729	chr10:102359435-102361022	chr10:102358729-102361022	+	ENSG00000107862.7	GBF1	annotated	1	0		4	0	
FIVE_195	FIVE@chr10@102359435-102360184@102358729-102360184	chr10:102358506-102359435	chr10:102358506-102358729	chr10:102359435-102360184	chr10:102358729-102360184	+	ENSG00000107862.7	GBF1	annotated	58	0	1.0	19	0	1.0
FIVE_196	FIVE@chr10@102362664-102363256@102362628-102363256	chr10:102362475-102362664	chr10:102362475-102362628	chr10:102362664-102363256	chr10:102362628-102363256	+	ENSG00000107862.7	GBF1	annotated	48	0	1.0	28	2	0.9333333333333333
FIVE_199	FIVE@chr10@102363396-102363710@102362628-102363710	chr10:102362475-102363396	chr10:102362475-102362628	chr10:102363396-102363710	chr10:102362628-102363710	+	ENSG00000107862.7	GBF1	annotated	56	0	1.0	14	0	1.0
FIVE_200	FIVE@chr10@102363396-102363710@102362664-102363710	chr10:102362475-102363396	chr10:102362475-102362664	chr10:102363396-102363710	chr10:102362664-102363710	+	ENSG00000107862.7	GBF1	annotated	56	0	1.0	14	0	1.0
FIVE_201	FIVE@chr10@102365599-102366383@102365555-102366383	chr10:102365397-102365599	chr10:102365397-102365555	chr10:102365599-102366383	chr10:102365555-102366383	+	ENSG00000107862.7	GBF1	annotated	51	0	1.0	34	0	1.0
FIVE_202	FIVE@chr10@102375584-102376272@102375479-102376272	chr10:102375359-102375584	chr10:102375359-102375479	chr10:102375584-102376272	chr10:102375479-102376272	+	ENSG00000107862.7	GBF1	annotated	90	0	1.0	39	0	1.0
FIVE_203	FIVE@chr10@102376425-102376560@102376421-102376560	chr10:102376272-102376425	chr10:102376272-102376421	chr10:102376425-102376560	chr10:102376421-102376560	+	ENSG00000107862.7	GBF1	annotated	0	2		0	0	
FIVE_204	FIVE@chr10@102376432-102376560@102376425-102376560	chr10:102376272-102376432	chr10:102376272-102376425	chr10:102376432-102376560	chr10:102376425-102376560	+	ENSG00000107862.7	GBF1	annotated	132	0	1.0	36	0	1.0
FIVE_205	FIVE@chr10@102376432-102376560@102376421-102376560	chr10:102376272-102376432	chr10:102376272-102376421	chr10:102376432-102376560	chr10:102376421-102376560	+	ENSG00000107862.7	GBF1	annotated	132	2	0.9850746268656716	36	0	1.0
FIVE_206	FIVE@chr10@102376788-102376935@102376784-102376935	chr10:102376560-102376788	chr10:102376560-102376784	chr10:102376788-102376935	chr10:102376784-102376935	+	ENSG00000107862.7	GBF1	annotated	0	1		0	0	
FIVE_207	FIVE@chr10@102376800-102376935@102376788-102376935	chr10:102376560-102376800	chr10:102376560-102376788	chr10:102376800-102376935	chr10:102376788-102376935	+	ENSG00000107862.7	GBF1	annotated	150	0	1.0	53	0	1.0
FIVE_208	FIVE@chr10@102376800-102376935@102376784-102376935	chr10:102376560-102376800	chr10:102376560-102376784	chr10:102376800-102376935	chr10:102376784-102376935	+	ENSG00000107862.7	GBF1	annotated	150	1	0.9933774834437086	53	0	1.0
FIVE_210	FIVE@chr10@102376804-102376935@102376800-102376935	chr10:102376560-102376804	chr10:102376560-102376800	chr10:102376804-102376935	chr10:102376800-102376935	+	ENSG00000107862.7	GBF1	annotated	0	150	0.0	0	53	0.0
FIVE_211	FIVE@chr10@102376804-102376935@102376784-102376935	chr10:102376560-102376804	chr10:102376560-102376784	chr10:102376804-102376935	chr10:102376784-102376935	+	ENSG00000107862.7	GBF1	annotated	0	1		0	0	
FIVE_213	FIVE@chr10@102377140-102379284@102377128-102379284	chr10:102376935-102377140	chr10:102376935-102377128	chr10:102377140-102379284	chr10:102377128-102379284	+	ENSG00000107862.7	GBF1	annotated	37	72	0.3394495412844037	22	40	0.3548387096774194
FIVE_214	FIVE@chr10@102379434-102379521@102379429-102379521	chr10:102379284-102379434	chr10:102379284-102379429	chr10:102379434-102379521	chr10:102379429-102379521	+	ENSG00000107862.7	GBF1	annotated	105	0	1.0	59	0	1.0
FIVE_216	FIVE@chr10@102379729-102379853@102379651-102379853	chr10:102379521-102379729	chr10:102379521-102379651	chr10:102379729-102379853	chr10:102379651-102379853	+	ENSG00000107862.7	GBF1	annotated	1	160	0.006211180124223602	1	57	0.017241379310344827
FIVE_217	FIVE@chr10@102380362-102380506@102379954-102380506	chr10:102379853-102380362	chr10:102379853-102379954	chr10:102380362-102380506	chr10:102379954-102380506	+	ENSG00000107862.7	GBF1	annotated	188	0	1.0	69	0	1.0
FIVE_218	FIVE@chr10@102394600-102395888@102394555-102395888	chr10:102394110-102394600	chr10:102394110-102394555	chr10:102394600-102395888	chr10:102394555-102395888	+	ENSG00000077150.21	NFKB2	annotated	3	0		0	0	
FIVE_219	FIVE@chr10@102407266-102408895@102407266-102410858	chr10:102408895-102410947	chr10:102410858-102410947	chr10:102407266-102408895	chr10:102407266-102410858	-	ENSG00000059915.17	PSD	annotated	516	201	0.7196652719665272	554	233	0.7039390088945362
FIVE_220	FIVE@chr10@102420957-102421052@102420697-102421052	chr10:102419911-102420957	chr10:102419911-102420697	chr10:102420957-102421052	chr10:102420697-102421052	+	ENSG00000107872.14	FBXL15	annotated	16	2	0.8888888888888888	6	0	
FIVE_225	FIVE@chr10@102450360-102451399@102450330-102451399	chr10:102450187-102450360	chr10:102450187-102450330	chr10:102450360-102451399	chr10:102450330-102451399	+	ENSG00000269609.7	C10orf95-AS1	annotated	0	0		0	1	
FIVE_226	FIVE@chr10@102450360-102455337@102450330-102455337	chr10:102450187-102450360	chr10:102450187-102450330	chr10:102450360-102455337	chr10:102450330-102455337	+	ENSG00000269609.7	C10orf95-AS1	annotated	3	16	0.15789473684210525	0	5	
FIVE_227	FIVE@chr10@102452187-102455337@102451555-102455337	chr10:102451399-102452187	chr10:102451399-102451555	chr10:102452187-102455337	chr10:102451555-102455337	+	ENSG00000269609.7	C10orf95-AS1	annotated	11	2	0.8461538461538461	9	2	
FIVE_228	FIVE@chr10@102705489-102714148@102705489-102714273	chr10:102714148-102714397	chr10:102714273-102714397	chr10:102705489-102714148	chr10:102705489-102714273	-	ENSG00000138175.9	ARL3	unannotated	1	47	0.020833333333333332	6	58	0.09375
FIVE_229	FIVE@chr10@102726797-102726987@102726777-102726987	chr10:102726612-102726797	chr10:102726612-102726777	chr10:102726797-102726987	chr10:102726777-102726987	+	ENSG00000156398.13	SFXN2	annotated	3	0		2	0	
FIVE_232	FIVE@chr10@103106706-103111693@103106706-103111745	chr10:103111693-103111805	chr10:103111745-103111805	chr10:103106706-103111693	chr10:103106706-103111745	-	ENSG00000076685.19	NT5C2	annotated	0	16	0.0	0	20	0.0
FIVE_233	FIVE@chr10@103174982-103181185@103174982-103181231	chr10:103181185-103181328	chr10:103181231-103181328	chr10:103174982-103181185	chr10:103174982-103181231	-	ENSG00000076685.19	NT5C2	unannotated	6	0		6	4	
FIVE_234	FIVE@chr10@103368567-103373358@103368548-103373358	chr10:103367990-103368567	chr10:103367990-103368548	chr10:103368567-103373358	chr10:103368548-103373358	+	ENSG00000148835.12	TAF5	annotated	0	5		0	2	
FIVE_235	FIVE@chr10@103383367-103385326@103381841-103385326	chr10:103381721-103383367	chr10:103381721-103381841	chr10:103383367-103385326	chr10:103381841-103385326	+	ENSG00000148835.12	TAF5	annotated	13	0	1.0	2	0	
FIVE_236	FIVE@chr10@103447568-103449387@103447568-103449400	chr10:103449387-103450099	chr10:103449400-103450099	chr10:103447568-103449387	chr10:103447568-103449400	-	ENSG00000138172.11	CALHM2	unannotated	12	7	0.631578947368421	3	0	
FIVE_239	FIVE@chr10@103899000-103899960@103899000-103900062	chr10:103899960-103900223	chr10:103900062-103900223	chr10:103899000-103899960	chr10:103899000-103900062	-	ENSG00000107960.12	STN1	annotated	0	38	0.0	0	14	0.0
FIVE_240	FIVE@chr10@10387782-10391460@10387782-10391478	chr10:10391460-10391555	chr10:10391478-10391555	chr10:10387782-10391460	chr10:10387782-10391478	-	ENSG00000270111.5	CELF2-DT	annotated	1	0		1	1	
FIVE_241	FIVE@chr10@103917656-103918100@103917656-103918143	chr10:103918100-103918263	chr10:103918143-103918263	chr10:103917656-103918100	chr10:103917656-103918143	-	ENSG00000107960.12	STN1	annotated	3	0		2	0	
FIVE_242	FIVE@chr10@103966905-103967001@103966905-103967007	chr10:103967001-103967053	chr10:103967007-103967053	chr10:103966905-103967001	chr10:103966905-103967007	-	ENSG00000289745.2	ENSG00000289745	annotated	2	0		0	0	
FIVE_243	FIVE@chr10@104254962-104255163@104254573-104255163	chr10:104254464-104254962	chr10:104254464-104254573	chr10:104254962-104255163	chr10:104254573-104255163	+	ENSG00000148834.13	GSTO1	annotated	267	23	0.9206896551724137	107	6	0.9469026548672567
FIVE_244	FIVE@chr10@104248592-104268553@104248592-104268686	chr10:104268553-104268994	chr10:104268686-104268994	chr10:104248592-104268553	chr10:104248592-104268686	-	ENSG00000302058.1	ENSG00000302058	annotated	0	0		2	0	
FIVE_245	FIVE@chr10@104248592-104268553@104248592-104268675	chr10:104268553-104268994	chr10:104268675-104268994	chr10:104248592-104268553	chr10:104248592-104268675	-	ENSG00000302058.1	ENSG00000302058	annotated	0	0		2	1	
FIVE_246	FIVE@chr10@104248592-104268675@104248592-104268686	chr10:104268675-104268994	chr10:104268686-104268994	chr10:104248592-104268675	chr10:104248592-104268686	-	ENSG00000302058.1	ENSG00000302058	annotated	0	0		1	0	
FIVE_247	FIVE@chr10@104351927-104353118@104351927-104353223	chr10:104353118-104353685	chr10:104353223-104353685	chr10:104351927-104353118	chr10:104351927-104353223	-	ENSG00000231233.4	CFAP58-DT	annotated	20	0	1.0	10	0	1.0
FIVE_249	FIVE@chr10@1043393-1048264@1043393-1048864	chr10:1048264-1049119	chr10:1048864-1049119	chr10:1043393-1048264	chr10:1043393-1048864	-	ENSG00000067064.13	IDI1	annotated	1	53	0.018518518518518517	0	31	0.0
FIVE_250	FIVE@chr10@1044171-1048264@1044171-1048864	chr10:1048264-1049119	chr10:1048864-1049119	chr10:1044171-1048264	chr10:1044171-1048864	-	ENSG00000067064.13	IDI1	annotated	2	65	0.029850746268656716	0	28	0.0
FIVE_253	FIVE@chr10@10792525-10794698@10792525-10794839	chr10:10794698-10795047	chr10:10794839-10795047	chr10:10792525-10794698	chr10:10792525-10794839	-	ENSG00000225383.9	SFTA1P	annotated	0	0		1	1	
FIVE_254	FIVE@chr10@10792525-10794698@10792525-10794877	chr10:10794698-10795047	chr10:10794877-10795047	chr10:10792525-10794698	chr10:10792525-10794877	-	ENSG00000225383.9	SFTA1P	annotated	0	0		1	0	
FIVE_255	FIVE@chr10@10792525-10794839@10792525-10794877	chr10:10794839-10795047	chr10:10794877-10795047	chr10:10792525-10794839	chr10:10792525-10794877	-	ENSG00000225383.9	SFTA1P	annotated	0	0		1	0	
FIVE_267	FIVE@chr10@109873427-109875528@109873427-109877790	chr10:109875528-109877867	chr10:109877790-109877867	chr10:109873427-109875528	chr10:109873427-109877790	-	ENSG00000108039.18	XPNPEP1	annotated	72	0	1.0	31	1	0.96875
FIVE_268	FIVE@chr10@109875599-109877785@109875599-109877790	chr10:109877785-109877867	chr10:109877790-109877867	chr10:109875599-109877785	chr10:109875599-109877790	-	ENSG00000108039.18	XPNPEP1	unannotated	1	40	0.024390243902439025	0	27	0.0
FIVE_269	FIVE@chr10@109907815-109915011@109907815-109915023	chr10:109915011-109915099	chr10:109915023-109915099	chr10:109907815-109915011	chr10:109907815-109915023	-	ENSG00000108039.18	XPNPEP1	annotated	33	0	1.0	12	0	1.0
FIVE_270	FIVE@chr10@110125945-110126417@110125924-110126417	chr10:110125826-110125945	chr10:110125826-110125924	chr10:110125945-110126417	chr10:110125924-110126417	+	ENSG00000148700.15	ADD3	annotated	169	0	1.0	249	0	1.0
FIVE_272	FIVE@chr10@110244873-110279180@110244857-110279180	chr10:110244828-110244873	chr10:110244828-110244857	chr10:110244873-110279180	chr10:110244857-110279180	+	ENSG00000119950.21	MXI1	annotated	1	97	0.01020408163265306	2	127	0.015503875968992248
FIVE_273	FIVE@chr10@110280147-110284824@110280085-110284824	chr10:110279914-110280147	chr10:110279914-110280085	chr10:110280147-110284824	chr10:110280085-110284824	+	ENSG00000119950.21	MXI1	annotated	0	197	0.0	0	189	0.0
FIVE_280	FIVE@chr10@110475226-110496119@110475226-110496132	chr10:110496119-110496253	chr10:110496132-110496253	chr10:110475226-110496119	chr10:110475226-110496132	-	ENSG00000273143.3	DUSP5-DT	annotated	0	0		1	0	
FIVE_284	FIVE@chr10@1105267-1124218@1105241-1124218	chr10:1105126-1105267	chr10:1105126-1105241	chr10:1105267-1124218	chr10:1105241-1124218	+	ENSG00000047056.18	WDR37	annotated	49	0	1.0	24	0	1.0
FIVE_287	FIVE@chr10@112182891-112183674@112182891-112183693	chr10:112183674-112183765	chr10:112183693-112183765	chr10:112182891-112183674	chr10:112182891-112183693	-	ENSG00000119927.14	GPAM	annotated	0	0		0	6	
FIVE_291	FIVE@chr10@112445650-112446341@112445650-112446705	chr10:112446341-112446962	chr10:112446705-112446962	chr10:112445650-112446341	chr10:112445650-112446705	-	ENSG00000023041.12	ZDHHC6	annotated	0	28	0.0	0	12	0.0
